episode,reward
662,365.519069
663,-21.494454
664,-29.100699
665,51.664259
666,39.659097
667,26.896227
668,64.936515
669,-5.394046
670,-23.962022
671,-2.064374
672,13.368164
673,-12.823313
674,-28.899098
675,7.203047
676,27.918734
677,11.280179
678,44.126117
679,-20.330818
680,55.941593
681,-26.719669
682,0.655304
683,-25.244695
684,76.944657
685,-10.638961
686,-6.05714
687,74.174254
688,2.463564
689,3.54815
690,-25.64848
691,32.561027
692,-9.805547
693,-24.621954
694,-3.894104
695,119.202502
696,-12.171924
697,341.097299
698,66.51383
699,-28.282564
700,14.53216
701,75.49262
702,40.95631
703,-3.352475
704,-16.269346
705,0.99997
706,-15.411223
707,-24.549749
708,-2.665845
709,290.606221
710,35.926293
711,-7.538872
712,39.96084
713,-1.584922
714,66.10464
715,138.725392
716,331.290436
717,81.335333
718,13.319763
719,-16.801872
720,-6.450037
721,122.376694
722,-5.935644
723,-22.995333
724,49.425875
725,322.821503
726,-4.758759
727,12.430026
728,-13.905553
729,-31.18769
730,-3.120792
731,-31.151135
732,-2.609936
733,303.308502
734,-20.549775
735,14.068446
736,23.540763
737,2.7231
738,3.553378
739,-29.526373
740,-5.603329
741,327.881279
742,-17.615894
743,250.097202
744,51.514093
745,-28.351097
746,43.644248
747,-33.391164
748,19.789908
749,1.803748
750,-4.520868
751,1.907289
752,-29.677259
753,-7.36444
754,8.157414
755,50.326322
756,-16.55737
757,68.933258
758,-7.724057
759,-9.924701
760,9.15838
761,-7.276734
762,-33.811815
763,0.473775
764,-10.825314
765,295.410023
766,55.502794
767,39.214035
768,-13.186121
769,55.330004
770,-19.109408
771,295.757482
772,339.181556
773,48.982461
774,66.234398
775,396.733576
776,267.579899
777,19.398938
778,10.191326
779,39.989382
780,15.37318
781,22.770526
782,7.607775
783,39.216271
784,-2.669419
785,99.442017
786,89.309521
787,94.06355
788,-28.480211
789,12.489782
790,15.656102
791,6.182227
792,-10.009763
793,-25.531007
794,-2.456036
795,-17.823107
796,350.091952
797,349.121982
798,57.055729
799,-33.529295
800,51.549451
801,62.551781
802,-7.553611
803,75.838176
804,341.046724
805,-6.635866
806,4.188796
807,303.849695
808,-11.333561
809,74.38093
810,-9.858699
811,17.869163
812,53.132816
813,91.743586
814,10.1387
815,357.249463
816,124.971817
817,-1.424808
818,-10.922688
819,106.165327
820,57.941887
821,30.972509
822,30.398678
823,74.773529
824,-39.03193
825,81.663182
826,125.38745
827,328.337887
828,33.469625
829,90.2482
830,361.159619
831,-20.94727
832,376.812418
833,327.364727
834,360.876352
835,-23.804318
836,124.741514
837,73.75772
838,-14.716137
839,2.607536
840,-31.087104
841,31.269778
842,51.58271
843,-18.533846
844,166.935779
845,7.91326
846,301.399483
847,342.443244
848,66.805671
849,286.636016
850,34.494454
851,37.070482
852,6.109112
853,38.137268
854,294.529776
855,62.583114
856,66.353627
857,-0.474697
858,86.734307
859,349.452611
860,354.131977
861,76.10067
862,76.789833
863,141.930951
864,349.627526
865,-9.985833
866,54.295367
867,360.274417
868,343.164479
869,64.282548
870,29.046277
871,28.2966
872,46.701483
873,270.917522
874,42.508182
875,-20.422199
876,260.199085
877,-6.389599
878,-16.493285
879,337.816197
880,18.83764
881,13.175676
882,103.573378
883,107.99128
884,9.282381
885,-13.606309
886,13.968931
887,116.400508
888,22.135607
889,69.987213
890,249.43914
891,2.440226
892,-5.046451
893,30.873453
894,-11.045856
895,0.940101
896,68.026591
897,2.992424
898,130.787017
899,2.096309
900,40.908399
901,29.102337
902,-16.321256
903,6.374638
904,20.762371
905,-9.394106
906,75.678416
907,355.470229
908,40.551096
909,346.323575
910,26.021183
911,100.913805
912,297.909144
913,50.540389
914,29.200459
915,21.737434
916,8.580851
917,63.296534
918,308.786045
919,352.284109
920,-18.57919
921,15.046594
922,335.844776
923,-1.664005
924,351.907431
925,87.993685
926,264.818577
927,-4.506809
928,-4.344389
929,34.134768
930,-23.098885
931,90.106017
932,22.3864
933,301.253136
934,-23.184987
935,44.683643
936,18.489976
937,54.459375
938,111.335353
939,86.294323
940,367.928476
941,311.770181
942,56.809502
943,43.527831
944,-30.091183
945,333.02371
946,350.6283
947,-7.422473
948,76.86328
949,68.707889
950,30.48087
951,61.18166
952,80.581457
953,-25.160988
954,87.083206
955,340.453842
956,-23.461218
957,372.451498
958,332.827823
959,369.762539
960,369.316942
961,75.265294
962,142.723378
963,296.578109
964,103.98138
